,index,Country,Year,GHG
38330,37494,Switzerland,1993,0.351
38331,37495,Switzerland,1994,0.347
38332,37496,Switzerland,1995,0.308
38333,37497,Switzerland,1996,0.284
38334,37498,Switzerland,1997,0.31
38335,37499,Switzerland,1998,0.299
38336,37500,Switzerland,1999,0.274
38337,37501,Switzerland,2000,0.285
38338,37502,Switzerland,2001,0.272
38339,37503,Switzerland,2002,0.291
38340,37504,Switzerland,2003,0.259
38341,37505,Switzerland,2004,0.236
38342,37506,Switzerland,2005,0.25
38343,37507,Switzerland,2006,0.259
38344,37508,Switzerland,2007,0.255
38345,37509,Switzerland,2008,0.239
38346,37510,Switzerland,2009,0.25
38347,37511,Switzerland,2010,0.251
38348,37512,Switzerland,2011,0.246
38349,37513,Switzerland,2012,0.255
38350,37514,Switzerland,2013,0.253
38351,37515,Switzerland,2014,0.284
38352,37516,Switzerland,2015,0.279
38353,37517,Switzerland,2016,0.286
38354,37518,Switzerland,2017,0.267
38355,37519,Switzerland,2018,0.273
38356,37603,Switzerland,1990,100.0
38357,37604,Switzerland,1991,104.483
38358,37605,Switzerland,1992,104.202
38359,37606,Switzerland,1993,98.747
38360,37607,Switzerland,1994,96.651
38361,37608,Switzerland,1995,98.32
38362,37609,Switzerland,1996,99.874
38363,37610,Switzerland,1997,97.47
38364,37611,Switzerland,1998,101.043
38365,37612,Switzerland,1999,100.66
38366,37613,Switzerland,2000,98.784
38367,37614,Switzerland,2001,102.102
38368,37615,Switzerland,2002,98.444
38369,37616,Switzerland,2003,101.127
38370,37617,Switzerland,2004,102.45
38371,37618,Switzerland,2005,103.7
38372,37619,Switzerland,2006,102.761
38373,37620,Switzerland,2007,98.22
38374,37621,Switzerland,2008,101.268
38375,37622,Switzerland,2009,98.597
38376,37623,Switzerland,2010,102.027
38377,37624,Switzerland,2011,92.823
38378,37625,Switzerland,2012,95.698
38379,37626,Switzerland,2013,97.806
38380,37627,Switzerland,2014,88.857
38381,37628,Switzerland,2015,87.722
38382,37629,Switzerland,2016,88.763
38383,37630,Switzerland,2017,86.474
38384,37631,Switzerland,2018,83.56
38385,37632,Switzerland,1990,12.218
38386,37633,Switzerland,1991,12.217
38387,37634,Switzerland,1992,11.514
38388,37635,Switzerland,1993,11.734
38389,37636,Switzerland,1994,11.848
38390,37637,Switzerland,1995,11.915
38391,37638,Switzerland,1996,11.305
38392,37639,Switzerland,1997,11.473
38393,37640,Switzerland,1998,11.512
38394,37641,Switzerland,1999,11.299
38395,37642,Switzerland,2000,11.316
38396,37643,Switzerland,2001,11.453
38397,37644,Switzerland,2002,10.942
38398,37645,Switzerland,2003,10.903
38399,37646,Switzerland,2004,11.047
38400,37647,Switzerland,2005,10.901
38401,37648,Switzerland,2006,11.277
38402,37649,Switzerland,2007,11.306
38403,37650,Switzerland,2008,11.139
38404,37651,Switzerland,2009,10.849
38405,37652,Switzerland,2010,10.715
38406,37653,Switzerland,2011,10.738
38407,37654,Switzerland,2012,10.439
38408,37655,Switzerland,2013,10.41
38409,37656,Switzerland,2014,10.434
38410,37657,Switzerland,2015,10.288
38411,37658,Switzerland,2016,10.232
38412,37659,Switzerland,2017,10.339
38413,37660,Switzerland,2018,10.404
38414,38481,Switzerland,1990,4.685
38415,38482,Switzerland,1991,5.034
38416,38483,Switzerland,1992,5.226
38417,38484,Switzerland,1993,4.844
38418,38485,Switzerland,1994,5.018
38419,38486,Switzerland,1995,5.002
38420,38487,Switzerland,1996,5.354
38421,38488,Switzerland,1997,5.47
38422,38489,Switzerland,1998,5.984
38423,38490,Switzerland,1999,6.055
38424,38491,Switzerland,2000,5.976
38425,38492,Switzerland,2001,6.069
38426,38493,Switzerland,2002,6.388
38427,38494,Switzerland,2003,6.261
38428,38495,Switzerland,2004,6.732
38429,38496,Switzerland,2005,6.886
38430,38497,Switzerland,2006,7.327
38431,38498,Switzerland,2007,6.996
38432,38499,Switzerland,2008,7.037
38433,38500,Switzerland,2009,6.921
38434,38501,Switzerland,2010,7.027
38435,38502,Switzerland,2011,7.109
38436,38503,Switzerland,2012,6.996
38437,38504,Switzerland,2013,7.073
38438,38505,Switzerland,2014,7.38
38439,38506,Switzerland,2015,6.803
38440,38507,Switzerland,2016,6.935
38441,38508,Switzerland,2017,6.889
38442,38509,Switzerland,2018,7.253
38443,38658,Switzerland,1990,100.0
38444,38659,Switzerland,1991,98.824
38445,38660,Switzerland,1992,97.453
38446,38661,Switzerland,1993,95.644
38447,38662,Switzerland,1994,94.802
38448,38663,Switzerland,1995,94.792
38449,38664,Switzerland,1996,93.782
38450,38665,Switzerland,1997,91.32
38451,38666,Switzerland,1998,90.144
38452,38667,Switzerland,1999,88.718
38453,38668,Switzerland,2000,87.798
38454,38669,Switzerland,2001,88.478
38455,38670,Switzerland,2002,87.741
38456,38671,Switzerland,2003,86.414
38457,38672,Switzerland,2004,85.846
38458,38673,Switzerland,2005,86.097
38459,38674,Switzerland,2006,86.369
38460,38675,Switzerland,2007,86.074
38461,38676,Switzerland,2008,87.242
38462,38677,Switzerland,2009,85.718
38463,38678,Switzerland,2010,85.278
38464,38679,Switzerland,2011,84.365
38465,38680,Switzerland,2012,83.896
38466,38681,Switzerland,2013,82.836
38467,38682,Switzerland,2014,82.785
38468,38683,Switzerland,2015,82.296
38469,38684,Switzerland,2016,81.57
38470,38685,Switzerland,2017,80.549
38471,38686,Switzerland,2018,80.078
38472,39533,Switzerland,1990,32.566
38473,39534,Switzerland,1991,33.917
38474,39535,Switzerland,1992,34.149
38475,39536,Switzerland,1993,34.595
38476,39537,Switzerland,1994,32.808
38477,39538,Switzerland,1995,34.224
38478,39539,Switzerland,1996,35.441
38479,39540,Switzerland,1997,33.471
38480,39541,Switzerland,1998,34.017
38481,39542,Switzerland,1999,32.907
38482,39543,Switzerland,2000,31.207
38483,39544,Switzerland,2001,32.796
38484,39545,Switzerland,2002,31.583
38485,39546,Switzerland,2003,32.776
38486,39547,Switzerland,2004,32.168
38487,39548,Switzerland,2005,32.171
38488,39549,Switzerland,2006,30.826
38489,39550,Switzerland,2007,28.436
38490,39551,Switzerland,2008,29.321
38491,39552,Switzerland,2009,29.325
38492,39553,Switzerland,2010,30.612
38493,39554,Switzerland,2011,26.782
38494,39555,Switzerland,2012,28.459
38495,39556,Switzerland,2013,29.694
38496,39557,Switzerland,2014,25.115
38497,39558,Switzerland,2015,27.11
38498,39559,Switzerland,2016,27.886
38499,39560,Switzerland,2017,27.137
38500,39561,Switzerland,2018,25.449
38501,42282,Switzerland,1990,1.978
38502,42283,Switzerland,1991,1.749
38503,42284,Switzerland,1992,1.761
38504,42285,Switzerland,1993,1.749
38505,42286,Switzerland,1994,1.673
38506,42287,Switzerland,1995,1.647
38507,42288,Switzerland,1996,1.611
38508,42289,Switzerland,1997,1.622
38509,42290,Switzerland,1998,1.548
38510,42291,Switzerland,1999,1.537
38511,42292,Switzerland,2000,1.564
38512,42293,Switzerland,2001,1.549
38513,42294,Switzerland,2002,1.619
38514,42295,Switzerland,2003,1.547
38515,42296,Switzerland,2004,1.563
38516,42297,Switzerland,2005,1.527
38517,42298,Switzerland,2006,1.537
38518,42299,Switzerland,2007,1.559
38519,42300,Switzerland,2008,1.488
38520,42301,Switzerland,2009,1.487
38521,42302,Switzerland,2010,1.418
38522,42303,Switzerland,2011,1.503
38523,42304,Switzerland,2012,1.42
38524,42305,Switzerland,2013,1.388
38525,42306,Switzerland,2014,1.477
38526,42307,Switzerland,2015,1.472
38527,42308,Switzerland,2016,1.443
38528,42309,Switzerland,2017,1.441
38529,42310,Switzerland,2018,1.448
38530,42311,Switzerland,1990,100.0
38531,42312,Switzerland,1991,6088.261
38532,42313,Switzerland,1992,62757.044
38533,42314,Switzerland,1993,131301.253
38534,42315,Switzerland,1994,323493.858
38535,42316,Switzerland,1995,983637.89
38536,42317,Switzerland,1996,1194223.028
38537,42318,Switzerland,1997,1453972.657
38538,42319,Switzerland,1998,1840334.652
38539,42320,Switzerland,1999,2152235.16
38540,42321,Switzerland,2000,2566297.245
38541,42322,Switzerland,2001,2969491.928
38542,42323,Switzerland,2002,3335504.947
38543,42324,Switzerland,2003,3673400.753
38544,42325,Switzerland,2004,4074127.49
38545,42326,Switzerland,2005,4228870.135
38546,42327,Switzerland,2006,4679298.002
38547,42328,Switzerland,2007,5055242.285
38548,42329,Switzerland,2008,5143676.638
38549,42330,Switzerland,2009,5133156.791
38550,42331,Switzerland,2010,5279205.305
38551,42332,Switzerland,2011,5568955.916
38552,42333,Switzerland,2012,5863603.282
38553,42334,Switzerland,2013,5779224.746
38554,42335,Switzerland,2014,5927684.49
38555,42336,Switzerland,2015,6083312.947
38556,42337,Switzerland,2016,5974110.928
38557,42338,Switzerland,2017,6070141.301
38558,42339,Switzerland,2018,6150025.964
38559,43154,Switzerland,1990,12.694
38560,43155,Switzerland,1991,12.141
38561,43156,Switzerland,1992,12.001
38562,43157,Switzerland,1993,12.536
38563,43158,Switzerland,1994,12.732
38564,43159,Switzerland,1995,12.516
38565,43160,Switzerland,1996,12.056
38566,43161,Switzerland,1997,11.979
38567,43162,Switzerland,1998,11.571
38568,43163,Switzerland,1999,11.413
38569,43164,Switzerland,2000,11.74
38570,43165,Switzerland,2001,11.432
38571,43166,Switzerland,2002,11.605
38572,43167,Switzerland,2003,11.142
38573,43168,Switzerland,2004,10.97
38574,43169,Switzerland,2005,11.066
38575,43170,Switzerland,2006,11.066
38576,43171,Switzerland,2007,11.67
38577,43172,Switzerland,2008,11.454
38578,43173,Switzerland,2009,11.623
38579,43174,Switzerland,2010,11.335
38580,43175,Switzerland,2011,12.171
38581,43176,Switzerland,2012,11.976
38582,43177,Switzerland,2013,11.528
38583,43178,Switzerland,2014,12.698
38584,43179,Switzerland,2015,12.667
38585,43180,Switzerland,2016,12.546
38586,43181,Switzerland,2017,12.756
38587,43182,Switzerland,2018,12.931
38588,43328,Switzerland,1990,100.0
38589,43329,Switzerland,1991,84.543
38590,43330,Switzerland,1992,69.182
38591,43331,Switzerland,1993,29.777
38592,43332,Switzerland,1994,17.907
38593,43333,Switzerland,1995,15.004
38594,43334,Switzerland,1996,17.515
38595,43335,Switzerland,1997,17.991
38596,43336,Switzerland,1998,20.232
38597,43337,Switzerland,1999,27.579
38598,43338,Switzerland,2000,52.287
38599,43339,Switzerland,2001,31.512
38600,43340,Switzerland,2002,30.773
38601,43341,Switzerland,2003,57.325
38602,43342,Switzerland,2004,59.161
38603,43343,Switzerland,2005,43.131
38604,43344,Switzerland,2006,53.444
38605,43345,Switzerland,2007,44.969
38606,43346,Switzerland,2008,38.307
38607,43347,Switzerland,2009,30.361
38608,43348,Switzerland,2010,32.438
38609,43349,Switzerland,2011,30.95
38610,43350,Switzerland,2012,33.289
38611,43351,Switzerland,2013,23.817
38612,43352,Switzerland,2014,19.35
38613,43353,Switzerland,2015,21.927
38614,43354,Switzerland,2016,16.756
38615,43355,Switzerland,2017,27.464
38616,43356,Switzerland,2018,30.588
38617,43500,Switzerland,1990,0.674
38618,43501,Switzerland,1991,0.718
38619,43502,Switzerland,1992,0.745
38620,43503,Switzerland,1993,0.808
38621,43504,Switzerland,1994,0.835
38622,43505,Switzerland,1995,0.814
38623,43506,Switzerland,1996,0.804
38624,43507,Switzerland,1997,0.792
38625,43508,Switzerland,1998,0.738
38626,43509,Switzerland,1999,0.708
38627,43510,Switzerland,2000,0.676
38628,43511,Switzerland,2001,0.633
38629,43512,Switzerland,2002,0.624
38630,43513,Switzerland,2003,0.583
38631,43514,Switzerland,2004,0.565
38632,43515,Switzerland,2005,0.563
38633,43516,Switzerland,2006,0.528
38634,43517,Switzerland,2007,0.525
38635,43518,Switzerland,2008,0.503
38636,43519,Switzerland,2009,0.505
38637,43520,Switzerland,2010,0.51
38638,43521,Switzerland,2011,0.559
38639,43522,Switzerland,2012,0.498
38640,43523,Switzerland,2013,0.446
38641,43524,Switzerland,2014,0.463
38642,43525,Switzerland,2015,0.45
38643,43526,Switzerland,2016,0.45
38644,43527,Switzerland,2017,0.46
38645,43528,Switzerland,2018,0.472
38646,49708,Switzerland,1990,0.023
38647,49709,Switzerland,1991,0.022
38648,49710,Switzerland,1992,0.022
38649,49711,Switzerland,1993,0.023
38650,49712,Switzerland,1994,0.023
38651,49713,Switzerland,1995,0.023
38652,49714,Switzerland,1996,0.023
38653,49715,Switzerland,1997,0.023
38654,49716,Switzerland,1998,0.021
38655,49717,Switzerland,1999,0.023
38656,49718,Switzerland,2000,0.024
38657,49719,Switzerland,2001,0.025
38658,49720,Switzerland,2002,0.024
38659,49721,Switzerland,2003,0.026
38660,49722,Switzerland,2004,0.025
38661,49723,Switzerland,2005,0.025
38662,49724,Switzerland,2006,0.023
38663,49725,Switzerland,2007,0.026
38664,49726,Switzerland,2008,0.024
38665,49727,Switzerland,2009,0.024
38666,49728,Switzerland,2010,0.023
38667,49729,Switzerland,2011,0.026
38668,49730,Switzerland,2012,0.027
38669,49731,Switzerland,2013,0.027
38670,49732,Switzerland,2014,0.024
38671,49733,Switzerland,2015,0.026
38672,49734,Switzerland,2016,0.025
38673,49735,Switzerland,2017,0.026
38674,49736,Switzerland,2018,0.029
38675,50930,Switzerland,1990,100.0
38676,50931,Switzerland,1991,99.567
38677,50932,Switzerland,1992,97.953
38678,50933,Switzerland,1993,100.747
38679,50934,Switzerland,1994,99.209
38680,50935,Switzerland,1995,100.19
38681,50936,Switzerland,1996,97.956
38682,50937,Switzerland,1997,97.402
38683,50938,Switzerland,1998,95.388
38684,50939,Switzerland,1999,94.529
38685,50940,Switzerland,2000,99.419
38686,50941,Switzerland,2001,97.611
38687,50942,Switzerland,2002,98.423
38688,50943,Switzerland,2003,92.515
38689,50944,Switzerland,2004,90.322
38690,50945,Switzerland,2005,93.689
38691,50946,Switzerland,2006,90.467
38692,50947,Switzerland,2007,93.337
38693,50948,Switzerland,2008,89.547
38694,50949,Switzerland,2009,86.225
38695,50950,Switzerland,2010,90.563
38696,50951,Switzerland,2011,88.427
38697,50952,Switzerland,2012,90.215
38698,50953,Switzerland,2013,87.209
38699,50954,Switzerland,2014,86.606
38700,50955,Switzerland,2015,87.478
38701,50956,Switzerland,2016,86.84
38702,50957,Switzerland,2017,92.657
38703,50958,Switzerland,2018,86.559
38704,51017,Switzerland,1990,77.841
38705,51018,Switzerland,1991,79.513
38706,51019,Switzerland,1992,79.967
38707,51020,Switzerland,1993,79.603
38708,51021,Switzerland,1994,79.016
38709,51022,Switzerland,1995,79.341
38710,51023,Switzerland,1996,80.08
38711,51024,Switzerland,1997,80.052
38712,51025,Switzerland,1998,80.645
38713,51026,Switzerland,1999,80.583
38714,51027,Switzerland,2000,79.56
38715,51028,Switzerland,2001,79.935
38716,51029,Switzerland,2002,79.224
38717,51030,Switzerland,2003,79.925
38718,51031,Switzerland,2004,79.627
38719,51032,Switzerland,2005,79.389
38720,51033,Switzerland,2006,79.253
38721,51034,Switzerland,2007,78.182
38722,51035,Switzerland,2008,78.78
38723,51036,Switzerland,2009,78.833
38724,51037,Switzerland,2010,78.966
38725,51038,Switzerland,2011,77.357
38726,51039,Switzerland,2012,77.923
38727,51040,Switzerland,2013,78.52
38728,51041,Switzerland,2014,76.572
38729,51042,Switzerland,2015,76.624
38730,51043,Switzerland,2016,76.94
38731,51044,Switzerland,2017,76.25
38732,51045,Switzerland,2018,76.048
38733,52216,Switzerland,1990,27.29
38734,52217,Switzerland,1991,27.264
38735,52218,Switzerland,1992,27.983
38736,52219,Switzerland,1993,27.271
38737,52220,Switzerland,1994,28.16
38738,52221,Switzerland,1995,27.077
38739,52222,Switzerland,1996,26.891
38740,52223,Switzerland,1997,28.536
38741,52224,Switzerland,1998,28.095
38742,52225,Switzerland,1999,29.341
38743,52226,Switzerland,2000,30.1
38744,52227,Switzerland,2001,28.711
38745,52228,Switzerland,2002,29.396
38746,52229,Switzerland,2003,29.142
38747,52230,Switzerland,2004,28.879
38748,52231,Switzerland,2005,28.618
38749,52232,Switzerland,2006,29.035
38750,52233,Switzerland,2007,30.664
38751,52234,Switzerland,2008,30.539
38752,52235,Switzerland,2009,30.983
38753,52236,Switzerland,2010,29.852
38754,52237,Switzerland,2011,31.922
38755,52238,Switzerland,2012,31.276
38756,52239,Switzerland,2013,30.645
38757,52240,Switzerland,2014,32.896
38758,52241,Switzerland,2015,31.694
38759,52242,Switzerland,2016,31.151
38760,52243,Switzerland,2017,31.158
38761,52244,Switzerland,2018,32.198
38762,6926,Turkey,1990,219367.813
38763,6927,Turkey,1991,226756.072
38764,6928,Turkey,1992,232975.376
38765,6929,Turkey,1993,240316.701
38766,6930,Turkey,1994,234287.667
38767,6931,Turkey,1995,247761.956
38768,6932,Turkey,1996,267396.686
38769,6933,Turkey,1997,278626.959
38770,6934,Turkey,1998,280231.004
38771,6935,Turkey,1999,277650.216
38772,6936,Turkey,2000,298759.819
38773,6937,Turkey,2001,280301.378
38774,6938,Turkey,2002,286003.421
38775,6939,Turkey,2003,305260.925
38776,6940,Turkey,2004,314668.938
38777,6941,Turkey,2005,337139.733
38778,6942,Turkey,2006,358291.53
38779,6943,Turkey,2007,391422.385
38780,6944,Turkey,2008,387590.134
38781,6945,Turkey,2009,395595.996
38782,6946,Turkey,2010,398882.583
38783,6947,Turkey,2011,427830.532
38784,6948,Turkey,2012,447254.811
38785,6949,Turkey,2013,439325.691
38786,6950,Turkey,2014,458368.968
38787,6951,Turkey,2015,472595.009
38788,6952,Turkey,2016,497741.896
38789,6953,Turkey,2017,523752.84
38790,6954,Turkey,2018,520941.588
38791,6955,Turkey,1990,100.0
38792,6956,Turkey,1991,103.368
38793,6957,Turkey,1992,106.203
38794,6958,Turkey,1993,109.55
38795,6959,Turkey,1994,106.801
38796,6960,Turkey,1995,112.944
38797,6961,Turkey,1996,121.894
38798,6962,Turkey,1997,127.014
38799,6963,Turkey,1998,127.745
38800,6964,Turkey,1999,126.568
38801,6965,Turkey,2000,136.191
38802,6966,Turkey,2001,127.777
38803,6967,Turkey,2002,130.376
38804,6968,Turkey,2003,139.155
38805,6969,Turkey,2004,143.444
38806,6970,Turkey,2005,153.687
38807,6971,Turkey,2006,163.329
38808,6972,Turkey,2007,178.432
38809,6973,Turkey,2008,176.685
38810,6974,Turkey,2009,180.335
38811,6975,Turkey,2010,181.833
38812,6976,Turkey,2011,195.029
38813,6977,Turkey,2012,203.884
38814,6978,Turkey,2013,200.269
38815,6979,Turkey,2014,208.95
38816,6980,Turkey,2015,215.435
38817,6981,Turkey,2016,226.898
38818,6982,Turkey,2017,238.756
38819,6983,Turkey,2018,237.474
38820,6984,Turkey,1990,4.0
38821,6985,Turkey,1991,4.067
38822,6986,Turkey,1992,4.112
38823,6987,Turkey,1993,4.175
38824,6988,Turkey,1994,4.006
38825,6989,Turkey,1995,4.169
38826,6990,Turkey,1996,4.429
38827,6991,Turkey,1997,4.543
38828,6992,Turkey,1998,4.499
38829,6993,Turkey,1999,4.39
38830,6994,Turkey,2000,4.654
38831,6995,Turkey,2001,4.303
38832,6996,Turkey,2002,4.328
38833,6997,Turkey,2003,4.555
38834,6998,Turkey,2004,4.634
38835,6999,Turkey,2005,4.903
38836,7000,Turkey,2006,5.149
38837,7001,Turkey,2007,5.559
38838,7002,Turkey,2008,5.434
38839,7003,Turkey,2009,5.47
38840,7004,Turkey,2010,5.431
38841,7005,Turkey,2011,5.731
38842,7006,Turkey,2012,5.891
38843,7007,Turkey,2013,5.689
38844,7008,Turkey,2014,5.837
38845,7009,Turkey,2015,5.92
38846,7010,Turkey,2016,6.136
38847,7011,Turkey,2017,6.361
38848,7012,Turkey,2018,6.244
38849,7013,Turkey,1990,151508.468
38850,7014,Turkey,1991,157982.005
38851,7015,Turkey,1992,163922.25
38852,7016,Turkey,1993,171011.163
38853,7017,Turkey,1994,167433.113
38854,7018,Turkey,1995,180903.047
38855,7019,Turkey,1996,199521.939
38856,7020,Turkey,1997,212005.568
38857,7021,Turkey,1998,212040.282
38858,7022,Turkey,1999,207804.163
38859,7023,Turkey,2000,229790.601
38860,7024,Turkey,2001,213486.094
38861,7025,Turkey,2002,220977.701
38862,7026,Turkey,2003,236483.893
38863,7027,Turkey,2004,244464.112
38864,7028,Turkey,2005,264200.797
38865,7029,Turkey,2006,281649.185
38866,7030,Turkey,2007,312736.708
38867,7031,Turkey,2008,309321.195
38868,7032,Turkey,2009,315359.638
38869,7033,Turkey,2010,314380.033
38870,7034,Turkey,2011,339482.252
38871,7035,Turkey,2012,353666.209
38872,7036,Turkey,2013,345220.585
38873,7037,Turkey,2014,361675.461
38874,7038,Turkey,2015,381331.944
38875,7039,Turkey,2016,401239.738
38876,7040,Turkey,2017,425329.23
38877,7041,Turkey,2018,419194.747
38878,7042,Turkey,1990,42405.06
38879,7043,Turkey,1991,43285.364
38880,7044,Turkey,1992,43193.125
38881,7045,Turkey,1993,42965.635
38882,7046,Turkey,1994,42683.702
38883,7047,Turkey,1995,42503.028
38884,7048,Turkey,1996,42854.51
38885,7049,Turkey,1997,42121.715
38886,7050,Turkey,1998,42312.751
38887,7051,Turkey,1999,43676.91
38888,7052,Turkey,2000,43557.402
38889,7053,Turkey,2001,42795.007
38890,7054,Turkey,2002,40860.331
38891,7055,Turkey,2003,42864.467
38892,7056,Turkey,2004,43489.336
38893,7057,Turkey,2005,45155.78
38894,7058,Turkey,2006,46589.015
38895,7059,Turkey,2007,48981.842
38896,7060,Turkey,2008,49891.049
38897,7061,Turkey,2009,49590.823
38898,7062,Turkey,2010,51319.217
38899,7063,Turkey,2011,53694.476
38900,7064,Turkey,2012,57091.959
38901,7065,Turkey,2013,55469.064
38902,7066,Turkey,2014,57304.729
38903,7067,Turkey,2015,51359.756
38904,7068,Turkey,2016,53858.25
38905,7069,Turkey,2017,54231.171
38906,7070,Turkey,2018,57576.125
38907,7071,Turkey,1990,24828.987
38908,7072,Turkey,1991,24625.361
38909,7073,Turkey,1992,25137.414
38910,7074,Turkey,1993,25936.824
38911,7075,Turkey,1994,23460.852
38912,7076,Turkey,1995,23744.437
38913,7077,Turkey,1996,24433.034
38914,7078,Turkey,1997,23914.563
38915,7079,Turkey,1998,25251.071
38916,7080,Turkey,1999,25551.967
38917,7081,Turkey,2000,24681.826
38918,7082,Turkey,2001,23182.923
38919,7083,Turkey,2002,23147.86
38920,7084,Turkey,2003,24686.814
38921,7085,Turkey,2004,25209.548
38922,7086,Turkey,2005,26058.64
38923,7087,Turkey,2006,28148.775
38924,7088,Turkey,2007,27395.159
38925,7089,Turkey,2008,25932.048
38926,7090,Turkey,2009,28253.703
38927,7091,Turkey,2010,29601.832
38928,7092,Turkey,2011,30673.424
38929,7093,Turkey,2012,31812.163
38930,7094,Turkey,2013,33826.18
38931,7095,Turkey,2014,34280.029
38932,7096,Turkey,2015,35025.534
38933,7097,Turkey,2016,37403.478
38934,7098,Turkey,2017,38841.751
38935,7099,Turkey,2018,38923.812
38936,7100,Turkey,2000,115.656
38937,7101,Turkey,2001,232.004
38938,7102,Turkey,2002,417.187
38939,7103,Turkey,2003,628.798
38940,7104,Turkey,2004,909.372
38941,7105,Turkey,2005,1146.883
38942,7106,Turkey,2006,1424.19
38943,7107,Turkey,2007,1713.193
38944,7108,Turkey,2008,1896.138
38945,7109,Turkey,2009,2111.28
38946,7110,Turkey,2010,3054.276
38947,7111,Turkey,2011,3432.641
38948,7112,Turkey,2012,4256.835
38949,7113,Turkey,2013,4470.244
38950,7114,Turkey,2014,4778.452
38951,7115,Turkey,2015,4636.956
38952,7116,Turkey,2016,5021.146
38953,7117,Turkey,2017,5159.255
38954,7118,Turkey,2018,5081.897
38955,7119,Turkey,1990,625.298
38956,7120,Turkey,1991,863.343
38957,7121,Turkey,1992,722.588
38958,7122,Turkey,1993,403.08
38959,7123,Turkey,1994,709.999
38960,7124,Turkey,1995,611.443
38961,7125,Turkey,1996,577.149
38962,7126,Turkey,1997,574.01
38963,7127,Turkey,1998,614.998
38964,7128,Turkey,1999,604.819
38965,7129,Turkey,2000,600.996
38966,7130,Turkey,2001,592.195
38967,7131,Turkey,2002,586.388
38968,7132,Turkey,2003,581.792
38969,7133,Turkey,2004,580.13
38970,7134,Turkey,2005,559.964
38971,7135,Turkey,2006,460.962
38972,7136,Turkey,2007,574.438
38973,7137,Turkey,2008,527.725
38974,7138,Turkey,2009,259.258
38975,7139,Turkey,2010,461.744
38976,7140,Turkey,2011,480.365
38977,7141,Turkey,2012,359.063
38978,7142,Turkey,2013,270.603
38979,7143,Turkey,2014,255.421
38980,7144,Turkey,2015,158.991
38981,7145,Turkey,2016,140.669
38982,7146,Turkey,2017,73.108
38983,7147,Turkey,2018,36.62
38984,7148,Turkey,1996,10.055
38985,7149,Turkey,1997,11.104
38986,7150,Turkey,1998,11.902
38987,7151,Turkey,1999,12.358
38988,7152,Turkey,2000,13.338
38989,7153,Turkey,2001,13.156
38990,7154,Turkey,2002,13.954
38991,7155,Turkey,2003,15.162
38992,7156,Turkey,2004,16.439
38993,7157,Turkey,2005,17.67
38994,7158,Turkey,2006,19.403
38995,7159,Turkey,2007,21.044
38996,7160,Turkey,2008,21.979
38997,7161,Turkey,2009,21.295
38998,7162,Turkey,2010,65.482
38999,7163,Turkey,2011,67.374
39000,7164,Turkey,2012,68.582
39001,7165,Turkey,2013,69.016
39002,7166,Turkey,2014,74.875
39003,7167,Turkey,2015,81.829
39004,7168,Turkey,2016,78.614
39005,7169,Turkey,2017,118.325
39006,7170,Turkey,2018,128.387
39007,11474,Turkey,1990,139601.237
39008,11475,Turkey,1991,143985.245
39009,11476,Turkey,1992,150337.185
39010,11477,Turkey,1993,156827.136
39011,11478,Turkey,1994,153349.217
39012,11479,Turkey,1995,166318.239
39013,11480,Turkey,1996,184017.915
39014,11481,Turkey,1997,196178.243
39015,11482,Turkey,1998,195864.335
39016,11483,Turkey,1999,193817.044
39017,11484,Turkey,2000,216053.713
39018,11485,Turkey,2001,199232.913
39019,11486,Turkey,2002,205832.168
39020,11487,Turkey,2003,220300.439
39021,11488,Turkey,2004,226139.328
39022,11489,Turkey,2005,243964.913
39023,11490,Turkey,2006,259959.199
39024,11491,Turkey,2007,290770.554
39025,11492,Turkey,2008,287278.86
39026,11493,Turkey,2009,292500.506
39027,11494,Turkey,2010,287047.242
39028,11495,Turkey,2011,308666.167
39029,11496,Turkey,2012,320488.908
39030,11497,Turkey,2013,307523.304
39031,11498,Turkey,2014,325767.117
39032,11499,Turkey,2015,340907.255
39033,11500,Turkey,2016,359671.352
39034,11501,Turkey,2017,379900.744
39035,11502,Turkey,2018,373101.338
39036,11895,Turkey,1990,45849.278
39037,11896,Turkey,1991,46727.198
39038,11897,Turkey,1992,46769.081
39039,11898,Turkey,1993,47202.547
39040,11899,Turkey,1994,44717.5
39041,11900,Turkey,1995,43848.029
39042,11901,Turkey,1996,44539.843
39043,11902,Turkey,1997,42265.948
39044,11903,Turkey,1998,43531.673
39045,11904,Turkey,1999,44085.732
39046,11905,Turkey,2000,42137.72
39047,11906,Turkey,2001,39691.856
39048,11907,Turkey,2002,37383.863
39049,11908,Turkey,2003,40528.937
39050,11909,Turkey,2004,41123.312
39051,11910,Turkey,2005,42234.154
39052,11911,Turkey,2006,43620.112
39053,11912,Turkey,2007,43179.376
39054,11913,Turkey,2008,41038.703
39055,11914,Turkey,2009,41783.97
39056,11915,Turkey,2010,44148.823
39057,11916,Turkey,2011,46608.508
39058,11917,Turkey,2012,52332.089
39059,11918,Turkey,2013,55509.032
39060,11919,Turkey,2014,55850.132
39061,11920,Turkey,2015,55761.164
39062,11921,Turkey,2016,58513.643
39063,11922,Turkey,2017,62845.661
39064,11923,Turkey,2018,64871.882
39065,12665,Turkey,1990,11080.827
39066,12666,Turkey,1991,11305.188
39067,12667,Turkey,1992,11520.001
39068,12668,Turkey,1993,11752.23
